ocid,tender_id,lot,buyer_id,title,category_code,category_label,procurement_kind,procurement_method,publish_date,tender_period_days,estimate_value,quantity,unit,scope_metric_value,scope_metric_unit,n_bids_published,bids_published,status,award_id,awarded_vendor_id,awarded_value,award_date,emergency_declared,proprietary_certificate,framework_ref,reserved_for_mse,justification_note,scenario_truth
ocds-pgraph-T-0751,T-0751,1,B-034,Ambulance procurement - Chennai (Jan 2024),ambulance_vehicle,Ambulance procurement,goods,open,2024-01-02,7,58481966.59,26,unit,26,unit,6,1,complete,A-0751,V-0019,48799334.74,2024-02-19,0,0,,0,,competitive
ocds-pgraph-T-0752,T-0752,1,B-034,Manned security services - Chennai (Aug 2024),security_services,Manned security services,services,open,2024-08-15,21,788571.47,31,man-month,31,man-month,4,1,complete,A-0752,V-0231,646287.83,2024-10-13,0,0,,0,,competitive
ocds-pgraph-T-0753,T-0753,1,B-034,Manned security services - Chennai (Feb 2026),security_services,Manned security services,services,open,2026-02-27,10,6562141.89,238,man-month,238,man-month,3,1,complete,A-0753,V-0082,5632008.72,2026-04-06,0,0,,0,,competitive
ocds-pgraph-T-0754,T-0754,1,B-034,Ambulance procurement - Chennai (Mar 2023),ambulance_vehicle,Ambulance procurement,goods,open,2023-03-29,10,56729061.06,25,unit,25,unit,6,1,complete,A-0754,V-0018,49715910.95,2023-05-23,0,0,,0,,competitive
ocds-pgraph-T-0755,T-0755,1,B-034,Building construction works - Chennai (Jan 2026),building_construction,Building construction works,works,open,2026-01-29,14,4234766.62,1900,sq.m,1900,sq.m,6,1,complete,A-0755,V-0099,3966475.86,2026-03-21,0,0,,0,,competitive
ocds-pgraph-T-0756,T-0756,1,B-034,Ambulance procurement - Chennai (Dec 2024),ambulance_vehicle,Ambulance procurement,goods,open,2024-12-15,30,61356610.44,25,unit,25,unit,1,1,complete,A-0756,V-S008,61611150.96,2025-02-22,0,0,,0,,competitive
ocds-pgraph-T-0757,T-0757,1,B-034,Building construction works - Chennai (Apr 2024),building_construction,Building construction works,works,open,2024-04-09,7,4407098.71,1937,sq.m,1937,sq.m,1,1,complete,A-0757,V-0207,4409549.31,2024-05-19,0,0,,0,,competitive
ocds-pgraph-T-0758,T-0758,1,B-034,Manned security services - Chennai (Apr 2025),security_services,Manned security services,services,open,2025-04-01,30,,580,man-month,580,man-month,3,1,complete,A-0758,V-0016,13715289.88,2025-05-20,0,0,,0,,competitive
ocds-pgraph-T-0759,T-0759,1,B-034,Ambulance procurement - Chennai (Mar 2026),ambulance_vehicle,Ambulance procurement,goods,open,2026-03-01,14,7907694.67,3,unit,3,unit,6,1,complete,A-0759,V-S008,6667138.94,2026-04-23,0,0,,0,,competitive
ocds-pgraph-T-0760,T-0760,1,B-034,Manned security services - Chennai (Nov 2025),security_services,Manned security services,services,open,2025-11-30,14,9220663.89,313,man-month,313,man-month,3,1,complete,A-0760,V-0128,7541448.39,2026-01-14,0,0,,0,,competitive
ocds-pgraph-T-0761,T-0761,1,B-034,Building construction works - Chennai (Jun 2025),building_construction,Building construction works,works,open,2025-06-14,10,1422211.15,657,sq.m,657,sq.m,3,1,complete,A-0761,V-0192,1281214.38,2025-07-25,0,0,,0,,competitive
ocds-pgraph-T-0762,T-0762,1,B-034,Manned security services - Chennai (Feb 2023),security_services,Manned security services,services,open,2023-02-02,7,5175060.66,199,man-month,199,man-month,4,1,complete,A-0762,V-0204,4674992.47,2023-02-25,0,0,,0,,competitive
ocds-pgraph-T-0763,T-0763,1,B-034,Manned security services - Chennai (Jul 2023),security_services,Manned security services,services,open,2023-07-30,21,,110,man-month,110,man-month,5,1,complete,A-0763,V-0082,2531875.83,2023-09-09,0,0,,0,,competitive
ocds-pgraph-T-0764,T-0764,1,B-034,Manned security services - Chennai (Apr 2025),security_services,Manned security services,services,open,2025-04-22,21,4707426.32,157,man-month,157,man-month,5,1,complete,A-0764,V-0128,3889908.77,2025-06-16,0,0,,0,,competitive
ocds-pgraph-T-0765,T-0765,1,B-034,Ambulance procurement - Chennai (Dec 2023),ambulance_vehicle,Ambulance procurement,goods,open,2023-12-26,21,48537796.1,23,unit,23,unit,7,1,complete,A-0765,V-0200,44025967.79,2024-02-20,0,0,,0,,competitive
ocds-pgraph-T-0766,T-0766,1,B-034,Building construction works - Chennai (Nov 2025),building_construction,Building construction works,works,open,2025-11-16,7,,908,sq.m,908,sq.m,5,1,complete,A-0766,V-0207,1783181.52,2025-12-13,0,0,,0,,competitive
ocds-pgraph-T-0767,T-0767,1,B-034,Manned security services - Chennai (Jan 2023),security_services,Manned security services,services,open,2023-01-06,21,,543,man-month,543,man-month,6,1,complete,A-0767,V-0083,12226361.73,2023-02-12,0,0,,0,,competitive
ocds-pgraph-T-0768,T-0768,1,B-034,Building construction works - Chennai (Dec 2022),building_construction,Building construction works,works,open,2022-12-30,14,5744981.08,2825,sq.m,2825,sq.m,1,1,complete,A-0768,V-0207,6194177.57,2023-02-21,0,0,,0,,single
ocds-pgraph-T-0769,T-0769,1,B-034,Building construction works - Chennai (Mar 2023),building_construction,Building construction works,works,open,2023-03-23,10,7734885.0,3863,sq.m,3863,sq.m,2,1,complete,A-0769,V-0207,6427636.24,2023-04-22,0,0,,0,,competitive
ocds-pgraph-T-0770,T-0770,1,B-034,Manned security services - Chennai (Mar 2025),security_services,Manned security services,services,open,2025-03-09,10,7396111.28,267,man-month,267,man-month,3,1,complete,A-0770,V-0231,6503014.25,2025-05-01,0,0,,0,,competitive
ocds-pgraph-T-0771,T-0771,1,B-024,Borewell drilling - Kollam (Nov 2023),borewell_drilling,Borewell drilling,works,open,2023-11-04,14,,1791,metre,1791,metre,4,1,complete,A-0771,V-0026,2712554.09,2023-12-10,0,0,,0,,competitive
ocds-pgraph-T-0772,T-0772,1,B-024,Road resurfacing works - Kollam (Mar 2023),road_resurfacing,Road resurfacing works,works,open,2023-03-15,7,11812071.78,59940,sq.m,59940,sq.m,3,1,complete,A-0772,V-0206,10619604.75,2023-04-29,0,0,,0,,competitive
ocds-pgraph-T-0773,T-0773,1,B-024,Borewell drilling - Kollam (Apr 2026),borewell_drilling,Borewell drilling,works,open,2026-04-19,30,2372271.54,1293,metre,1293,metre,6,1,complete,A-0773,V-0026,2168984.96,2026-06-29,0,0,,0,,competitive
ocds-pgraph-T-0774,T-0774,1,B-024,Borewell drilling - Kollam (Oct 2022),borewell_drilling,Borewell drilling,works,open,2022-10-07,14,3981454.93,2369,metre,2369,metre,4,1,complete,A-0774,V-0110,3195926.7,2022-11-04,0,0,,0,,competitive
ocds-pgraph-T-0775,T-0775,1,B-024,Road resurfacing works - Kollam (Aug 2023),road_resurfacing,Road resurfacing works,works,open,2023-08-06,14,4403795.82,20413,sq.m,20413,sq.m,2,1,complete,A-0775,V-S010,4076415.46,2023-09-12,0,0,,0,,competitive
ocds-pgraph-T-0776,T-0776,1,B-024,Building construction works - Kollam (Nov 2025),building_construction,Building construction works,works,open,2025-11-29,14,3549676.23,1567,sq.m,1567,sq.m,3,1,complete,A-0776,V-0099,3222282.72,2025-12-30,0,0,,0,,competitive
ocds-pgraph-T-0777,T-0777,1,B-024,Borewell drilling - Kollam (Jul 2024),borewell_drilling,Borewell drilling,works,open,2024-07-31,30,935271.82,519,metre,519,metre,3,1,complete,A-0777,V-Y003,773610.31,2024-09-26,0,0,,0,,competitive
ocds-pgraph-T-0778,T-0778,1,B-024,Building construction works - Kollam (Jul 2025),building_construction,Building construction works,works,open,2025-07-11,7,4499729.32,2028,sq.m,2028,sq.m,5,1,complete,A-0778,V-0029,3941564.39,2025-08-20,0,0,,0,,competitive
ocds-pgraph-T-0779,T-0779,1,B-024,Borewell drilling - Kollam (Jul 2025),borewell_drilling,Borewell drilling,works,open,2025-07-09,14,664875.51,345,metre,345,metre,3,1,complete,A-0779,V-0026,588595.15,2025-08-23,0,0,,0,,competitive
ocds-pgraph-T-0780,T-0780,1,B-024,Borewell drilling - Kollam (Mar 2026),borewell_drilling,Borewell drilling,works,open,2026-03-27,21,4037387.58,2106,metre,2106,metre,6,1,complete,A-0780,V-0098,3342136.14,2026-05-15,0,0,,0,,competitive
ocds-pgraph-T-0781,T-0781,1,B-024,Building construction works - Kollam (Jun 2023),building_construction,Building construction works,works,open,2023-06-06,10,3603063.09,1825,sq.m,1825,sq.m,5,1,complete,A-0781,V-0099,3071878.93,2023-07-26,0,0,,0,,competitive
ocds-pgraph-T-0782,T-0782,1,B-024,Building construction works - Kollam (Mar 2024),building_construction,Building construction works,works,open,2024-03-14,21,3893833.45,1967,sq.m,1967,sq.m,3,1,complete,A-0782,V-0080,3423219.46,2024-04-18,0,0,,0,,competitive
ocds-pgraph-T-0783,T-0783,1,B-024,Road resurfacing works - Kollam (Oct 2023),road_resurfacing,Road resurfacing works,works,open,2023-10-08,30,11935660.06,50034,sq.m,50034,sq.m,6,1,complete,A-0783,V-0206,10502452.84,2023-12-05,0,0,,0,,competitive
ocds-pgraph-T-0784,T-0784,1,B-024,Building construction works - Kollam (Feb 2026),building_construction,Building construction works,works,open,2026-02-13,7,,1749,sq.m,1749,sq.m,7,1,complete,A-0784,V-S004,3490166.72,2026-03-03,0,0,,0,,competitive
ocds-pgraph-T-0785,T-0785,1,B-024,Borewell drilling - Kollam (Jul 2024),borewell_drilling,Borewell drilling,works,open,2024-07-04,14,1793751.55,991,metre,991,metre,4,1,complete,A-0785,V-0003,1519711.09,2024-08-28,0,0,,0,,competitive
ocds-pgraph-T-0786,T-0786,1,B-024,Building construction works - Kollam (May 2025),building_construction,Building construction works,works,open,2025-05-11,21,7371064.59,3146,sq.m,3146,sq.m,2,1,complete,A-0786,V-0029,6765425.2,2025-07-04,0,0,,0,,competitive
ocds-pgraph-T-0787,T-0787,1,B-024,Building construction works - Kollam (May 2023),building_construction,Building construction works,works,open,2023-05-24,21,5817408.02,2946,sq.m,2946,sq.m,4,1,complete,A-0787,V-0080,5425557.62,2023-07-29,0,0,,0,,competitive
ocds-pgraph-T-0788,T-0788,1,B-024,Borewell drilling - Kollam (Oct 2022),borewell_drilling,Borewell drilling,works,open,2022-10-18,7,3534776.78,2068,metre,2068,metre,5,1,complete,A-0788,V-S005,3159173.02,2022-11-22,0,0,,0,,competitive
ocds-pgraph-T-0789,T-0789,1,B-024,Road resurfacing works - Kollam (Sep 2022),road_resurfacing,Road resurfacing works,works,open,2022-09-19,21,5525427.4,25818,sq.m,25818,sq.m,7,1,complete,A-0789,V-0237,4705130.46,2022-10-29,0,0,,0,,competitive
ocds-pgraph-T-0790,T-0790,1,B-024,Building construction works - Kollam (Nov 2024),building_construction,Building construction works,works,open,2024-11-21,7,5871877.98,2946,sq.m,2946,sq.m,6,1,complete,A-0790,V-0138,5213636.2,2025-01-07,0,0,,0,,competitive
ocds-pgraph-T-0791,T-0791,1,B-024,Building construction works - Kollam (Jan 2024),building_construction,Building construction works,works,open,2024-01-12,14,2845541.06,1409,sq.m,1409,sq.m,7,1,complete,A-0791,V-0138,2525299.38,2024-03-03,0,0,,0,,competitive
ocds-pgraph-T-0792,T-0792,1,B-009,Water supply pipeline works - Solapur (May 2024),water_pipeline,Water supply pipeline works,works,open,2024-05-18,14,,3994,metre,3994,metre,6,1,complete,A-0792,V-0111,8780648.84,2024-07-13,0,0,,0,,competitive
ocds-pgraph-T-0793,T-0793,1,B-009,Water supply pipeline works - Solapur (Dec 2023),water_pipeline,Water supply pipeline works,works,open,2023-12-08,7,8995302.69,3456,metre,3456,metre,4,1,complete,A-0793,V-0144,7938774.98,2024-01-26,0,0,,0,,competitive
ocds-pgraph-T-0794,T-0794,1,B-009,Water supply pipeline works - Solapur (Nov 2022),water_pipeline,Water supply pipeline works,works,open,2022-11-14,30,7686677.03,2834,metre,2834,metre,6,1,complete,A-0794,V-0224,6207419.15,2023-01-14,0,0,,0,,competitive
ocds-pgraph-T-0795,T-0795,1,B-009,Borewell drilling - Solapur (Sep 2025),borewell_drilling,Borewell drilling,works,open,2025-09-09,21,2319048.04,1205,metre,1205,metre,4,1,complete,A-0795,V-0006,1928478.16,2025-10-14,0,0,,0,,competitive
ocds-pgraph-T-0796,T-0796,1,B-009,Borewell drilling - Solapur (Jan 2026),borewell_drilling,Borewell drilling,works,open,2026-01-25,10,3905083.62,2093,metre,2093,metre,3,1,complete,A-0796,V-0005,3436304.38,2026-02-20,0,0,,0,,competitive
ocds-pgraph-T-0797,T-0797,1,B-009,Water supply pipeline works - Solapur (Sep 2025),water_pipeline,Water supply pipeline works,works,open,2025-09-26,21,11533949.66,3995,metre,3995,metre,2,1,complete,A-0797,V-S002,11052096.96,2025-11-19,0,0,,0,,competitive
ocds-pgraph-T-0798,T-0798,1,B-009,Borewell drilling - Solapur (Apr 2024),borewell_drilling,Borewell drilling,works,open,2024-04-03,14,940510.94,528,metre,528,metre,3,1,complete,A-0798,V-0006,779502.85,2024-04-29,0,0,,0,,competitive
ocds-pgraph-T-0799,T-0799,1,B-009,Borewell drilling - Solapur (Jul 2024),borewell_drilling,Borewell drilling,works,open,2024-07-05,10,1360045.01,825,metre,825,metre,4,1,complete,A-0799,V-0133,1216922.6,2024-08-12,0,0,,0,,competitive
ocds-pgraph-T-0800,T-0800,1,B-009,Borewell drilling - Solapur (Oct 2022),borewell_drilling,Borewell drilling,works,open,2022-10-17,7,2186098.26,1264,metre,1264,metre,6,1,complete,A-0800,V-0227,1804670.99,2022-11-19,0,0,,0,,competitive
ocds-pgraph-T-0801,T-0801,1,B-009,Water supply pipeline works - Solapur (Nov 2023),water_pipeline,Water supply pipeline works,works,open,2023-11-17,7,13166642.48,4572,metre,4572,metre,5,1,complete,A-0801,V-S002,11190434.34,2024-01-01,0,0,,0,,competitive
ocds-pgraph-T-0802,T-0802,1,B-009,Borewell drilling - Solapur (Oct 2025),borewell_drilling,Borewell drilling,works,open,2025-10-30,14,3241709.09,1561,metre,1561,metre,2,1,complete,A-0802,V-0133,2707773.94,2025-12-22,0,0,,0,,competitive
ocds-pgraph-T-0803,T-0803,1,B-009,Water supply pipeline works - Solapur (Aug 2023),water_pipeline,Water supply pipeline works,works,open,2023-08-04,21,1177428.54,414,metre,414,metre,7,1,complete,A-0803,V-0208,969409.68,2023-09-18,0,0,,0,,competitive
ocds-pgraph-T-0804,T-0804,1,B-009,Borewell drilling - Solapur (Aug 2025),borewell_drilling,Borewell drilling,works,open,2025-08-14,14,,1103,metre,1103,metre,1,1,complete,A-0804,V-0184,2139109.55,2025-09-19,0,0,,0,,competitive
ocds-pgraph-T-0805,T-0805,1,B-009,Borewell drilling - Solapur (Feb 2025),borewell_drilling,Borewell drilling,works,open,2025-02-01,14,,476,metre,476,metre,4,1,complete,A-0805,V-0006,809558.76,2025-03-25,0,0,,0,,competitive
ocds-pgraph-T-0806,T-0806,1,B-009,Borewell drilling - Solapur (Jun 2023),borewell_drilling,Borewell drilling,works,open,2023-06-02,14,4125312.17,2348,metre,2348,metre,3,1,complete,A-0806,V-0133,3498083.97,2023-07-20,0,0,,0,,competitive
ocds-pgraph-T-0807,T-0807,1,B-009,Borewell drilling - Solapur (Apr 2024),borewell_drilling,Borewell drilling,works,open,2024-04-08,21,560400.3,285,metre,285,metre,1,1,complete,A-0807,V-0133,610849.44,2024-06-03,0,0,,0,,single
ocds-pgraph-T-0808,T-0808,1,B-009,Water supply pipeline works - Solapur (Aug 2025),water_pipeline,Water supply pipeline works,works,open,2025-08-05,10,12410257.4,4475,metre,4475,metre,3,1,complete,A-0808,V-0144,10353207.7,2025-09-16,0,0,,0,,competitive
ocds-pgraph-T-0809,T-0809,1,B-009,Water supply pipeline works - Solapur (Aug 2024),water_pipeline,Water supply pipeline works,works,open,2024-08-10,10,,4173,metre,4173,metre,1,1,complete,A-0809,V-0144,12710980.62,2024-09-16,0,0,,0,,single
ocds-pgraph-T-0810,T-0810,1,B-009,Borewell drilling - Solapur (Nov 2024),borewell_drilling,Borewell drilling,works,open,2024-11-29,30,4710225.2,2408,metre,2408,metre,7,1,complete,A-0810,V-0120,3776985.81,2025-01-25,0,0,,0,,competitive
ocds-pgraph-T-0811,T-0811,1,B-031,Road resurfacing works - Koraput (Mar 2025),road_resurfacing,Road resurfacing works,works,open,2025-03-30,7,,52424,sq.m,52424,sq.m,4,1,complete,A-0811,V-0048,10063516.09,2025-05-05,0,0,,0,,competitive
ocds-pgraph-T-0812,T-0812,1,B-031,Borewell drilling - Koraput (Feb 2024),borewell_drilling,Borewell drilling,works,open,2024-02-14,21,970591.46,546,metre,546,metre,5,1,complete,A-0812,V-0227,802056.6,2024-04-13,0,0,,0,,competitive
ocds-pgraph-T-0813,T-0813,1,B-031,Borewell drilling - Koraput (Dec 2025),borewell_drilling,Borewell drilling,works,open,2025-12-29,14,886639.9,527,metre,527,metre,7,1,complete,A-0813,V-0227,758395.9,2026-02-06,0,0,,0,,competitive
ocds-pgraph-T-0814,T-0814,1,B-031,Solar street lighting - Koraput (Mar 2024),solar_streetlight,Solar street lighting,goods,open,2024-03-10,21,12318318.58,829,unit,829,unit,4,1,complete,A-0814,V-0154,10657141.51,2024-05-09,0,0,,0,,competitive
ocds-pgraph-T-0815,T-0815,1,B-031,Borewell drilling - Koraput (Apr 2023),borewell_drilling,Borewell drilling,works,open,2023-04-03,21,755872.76,529,metre,529,metre,1,1,complete,A-0815,V-0113,776668.12,2023-06-07,0,0,,0,,competitive
ocds-pgraph-T-0816,T-0816,1,B-031,Road resurfacing works - Koraput (Dec 2022),road_resurfacing,Road resurfacing works,works,open,2022-12-25,10,8672701.83,44095,sq.m,44095,sq.m,4,1,complete,A-0816,V-0196,7297326.82,2023-02-17,0,0,,0,,competitive
ocds-pgraph-T-0817,T-0817,1,B-031,Solar street lighting - Koraput (Jul 2024),solar_streetlight,Solar street lighting,goods,open,2024-07-02,7,7131739.46,470,unit,470,unit,3,1,complete,A-0817,V-0154,5709727.03,2024-07-22,0,0,,0,,competitive
ocds-pgraph-T-0818,T-0818,1,B-031,Road resurfacing works - Koraput (Nov 2023),road_resurfacing,Road resurfacing works,works,open,2023-11-26,14,7736097.86,42389,sq.m,42389,sq.m,2,1,complete,A-0818,V-0225,8544334.21,2024-01-16,0,0,,0,,competitive
ocds-pgraph-T-0819,T-0819,1,B-031,Borewell drilling - Koraput (Apr 2025),borewell_drilling,Borewell drilling,works,open,2025-04-21,21,3221888.26,1889,metre,1889,metre,7,1,complete,A-0819,V-0120,3007813.73,2025-05-29,0,0,,0,,competitive
ocds-pgraph-T-0820,T-0820,1,B-031,Solar street lighting - Koraput (Mar 2025),solar_streetlight,Solar street lighting,goods,open,2025-03-06,10,8778547.8,539,unit,539,unit,4,1,complete,A-0820,V-0092,7188930.2,2025-04-19,0,0,,0,,competitive
ocds-pgraph-T-0821,T-0821,1,B-031,Road resurfacing works - Koraput (Aug 2025),road_resurfacing,Road resurfacing works,works,open,2025-08-22,14,7577152.8,34329,sq.m,34329,sq.m,4,1,complete,A-0821,V-0225,6696194.17,2025-10-18,0,0,,0,,competitive
ocds-pgraph-T-0822,T-0822,1,B-031,Road resurfacing works - Koraput (Dec 2024),road_resurfacing,Road resurfacing works,works,open,2024-12-07,14,5761592.76,28911,sq.m,28911,sq.m,7,1,complete,A-0822,V-0092,5312705.96,2025-01-23,0,0,,0,,competitive
ocds-pgraph-T-0823,T-0823,1,B-031,Road resurfacing works - Koraput (Sep 2023),road_resurfacing,Road resurfacing works,works,open,2023-09-10,30,7646410.36,36940,sq.m,36940,sq.m,6,1,complete,A-0823,V-0092,6442769.45,2023-10-29,0,0,,0,,competitive
ocds-pgraph-T-0824,T-0824,1,B-031,Solar street lighting - Koraput (Sep 2024),solar_streetlight,Solar street lighting,goods,open,2024-09-30,21,11157870.75,826,unit,826,unit,7,1,complete,A-0824,V-Y007,9552664.51,2024-10-31,0,0,,0,,competitive
ocds-pgraph-T-0825,T-0825,1,B-031,Solar street lighting - Koraput (Feb 2026),solar_streetlight,Solar street lighting,goods,open,2026-02-19,10,,644,unit,644,unit,4,1,complete,A-0825,V-0154,8123366.45,2026-03-23,0,0,,0,,competitive
ocds-pgraph-T-0826,T-0826,1,B-031,Borewell drilling - Koraput (Oct 2025),borewell_drilling,Borewell drilling,works,open,2025-10-15,14,2836233.19,1651,metre,1651,metre,5,1,complete,A-0826,V-0227,2498542.09,2025-12-08,0,0,,0,,competitive
ocds-pgraph-T-0827,T-0827,1,B-031,Borewell drilling - Koraput (Jul 2026),borewell_drilling,Borewell drilling,works,open,2026-07-13,7,3272876.76,1749,metre,1749,metre,1,1,complete,A-0827,V-0120,3663278.57,2026-08-27,0,0,,0,,competitive
ocds-pgraph-T-0828,T-0828,1,B-031,Solar street lighting - Koraput (Oct 2023),solar_streetlight,Solar street lighting,goods,open,2023-10-19,21,9044455.99,637,unit,637,unit,2,1,complete,A-0828,V-0154,8185748.01,2023-12-06,0,0,,0,,competitive
ocds-pgraph-T-0829,T-0829,1,B-031,Borewell drilling - Koraput (Mar 2025),borewell_drilling,Borewell drilling,works,open,2025-03-13,21,4006393.13,2079,metre,2079,metre,7,1,complete,A-0829,V-0152,3286343.87,2025-04-30,0,0,,0,,competitive
ocds-pgraph-T-0830,T-0830,1,B-027,Sanitation and waste services - Ganjam (Nov 2024),sanitation_services,Sanitation and waste services,services,open,2024-11-14,21,4203743.26,26,month,26,month,6,1,complete,A-0830,V-Y008,3961777.92,2024-12-29,0,0,,0,,competitive
ocds-pgraph-T-0831,T-0831,1,B-027,Sanitation and waste services - Ganjam (Apr 2024),sanitation_services,Sanitation and waste services,services,open,2024-04-18,14,3421638.6,20,month,20,month,2,1,complete,A-0831,V-0180,3171830.61,2024-06-11,0,0,,0,,competitive
ocds-pgraph-T-0832,T-0832,1,B-027,Solar street lighting - Ganjam (May 2024),solar_streetlight,Solar street lighting,goods,open,2024-05-13,10,7047481.26,488,unit,488,unit,2,1,complete,A-0832,V-0154,6239037.64,2024-06-23,0,0,,0,,competitive
ocds-pgraph-T-0833,T-0833,1,B-027,Sanitation and waste services - Ganjam (Jun 2025),sanitation_services,Sanitation and waste services,services,open,2025-06-15,14,4839807.4,25,month,25,month,3,1,complete,A-0833,V-0078,3963854.51,2025-07-13,0,0,,0,,competitive
ocds-pgraph-T-0834,T-0834,1,B-027,Solar street lighting - Ganjam (Jun 2024),solar_streetlight,Solar street lighting,goods,open,2024-06-24,14,,373,unit,373,unit,7,1,complete,A-0834,V-0172,4128730.55,2024-07-26,0,0,,0,,competitive
ocds-pgraph-T-0835,T-0835,1,B-027,Sanitation and waste services - Ganjam (Dec 2025),sanitation_services,Sanitation and waste services,services,open,2025-12-14,14,2829721.66,15,month,15,month,3,1,complete,A-0835,V-0214,2643286.41,2026-01-14,0,0,,0,,competitive
ocds-pgraph-T-0836,T-0836,1,B-027,Road resurfacing works - Ganjam (Sep 2025),road_resurfacing,Road resurfacing works,works,open,2025-09-07,10,11137204.36,50790,sq.m,50790,sq.m,5,1,complete,A-0836,V-0190,9757669.69,2025-10-26,0,0,,0,,competitive
ocds-pgraph-T-0837,T-0837,1,B-027,Sanitation and waste services - Ganjam (Apr 2023),sanitation_services,Sanitation and waste services,services,open,2023-04-02,10,3392505.83,24,month,24,month,3,1,complete,A-0837,V-0180,2898610.37,2023-05-04,0,0,,0,,competitive
ocds-pgraph-T-0838,T-0838,1,B-027,Road resurfacing works - Ganjam (Oct 2022),road_resurfacing,Road resurfacing works,works,open,2022-10-03,7,,35690,sq.m,35690,sq.m,1,1,complete,A-0838,V-0190,6550380.42,2022-11-05,0,0,,0,,single
ocds-pgraph-T-0839,T-0839,1,B-027,Sanitation and waste services - Ganjam (Jan 2025),sanitation_services,Sanitation and waste services,services,open,2025-01-20,30,2727097.34,17,month,17,month,1,1,complete,A-0839,V-0078,2804776.48,2025-03-19,0,0,,0,,competitive
ocds-pgraph-T-0840,T-0840,1,B-027,Sanitation and waste services - Ganjam (Feb 2026),sanitation_services,Sanitation and waste services,services,open,2026-02-14,14,,36,month,36,month,3,1,complete,A-0840,V-0111,5447343.44,2026-04-04,0,0,,0,,competitive
ocds-pgraph-T-0841,T-0841,1,B-027,Road resurfacing works - Ganjam (Jun 2024),road_resurfacing,Road resurfacing works,works,open,2024-06-23,30,4779035.33,22976,sq.m,22976,sq.m,5,1,complete,A-0841,V-0109,4037445.08,2024-08-14,0,0,,0,,competitive
ocds-pgraph-T-0842,T-0842,1,B-027,Solar street lighting - Ganjam (Dec 2025),solar_streetlight,Solar street lighting,goods,open,2025-12-14,21,5087532.98,333,unit,333,unit,5,1,complete,A-0842,V-0087,4275543.97,2026-01-30,0,0,,0,,competitive
ocds-pgraph-T-0843,T-0843,1,B-027,Road resurfacing works - Ganjam (Apr 2025),road_resurfacing,Road resurfacing works,works,open,2025-04-09,14,5565431.43,25484,sq.m,25484,sq.m,2,1,complete,A-0843,V-0157,4623764.16,2025-05-30,0,0,,0,,competitive
ocds-pgraph-T-0844,T-0844,1,B-027,Solar street lighting - Ganjam (Sep 2025),solar_streetlight,Solar street lighting,goods,open,2025-09-09,7,3721459.42,254,unit,254,unit,5,1,complete,A-0844,V-0092,3082020.38,2025-10-04,0,0,,0,,competitive
ocds-pgraph-T-0845,T-0845,1,B-027,Solar street lighting - Ganjam (Aug 2024),solar_streetlight,Solar street lighting,goods,open,2024-08-26,7,5310106.19,369,unit,369,unit,2,1,complete,A-0845,V-0154,4966331.13,2024-10-15,0,0,,0,,competitive
ocds-pgraph-T-0846,T-0846,1,B-007,Road resurfacing works - Tumakuru (Apr 2025),road_resurfacing,Road resurfacing works,works,open,2025-04-20,7,14094323.19,59184,sq.m,59184,sq.m,4,1,complete,A-0846,V-0218,15217874.9,2025-05-14,0,0,,0,,fixed_markup
ocds-pgraph-T-0847,T-0847,1,B-007,Road resurfacing works - Tumakuru (Jun 2026),road_resurfacing,Road resurfacing works,works,open,2026-06-12,21,2594444.97,10645,sq.m,10645,sq.m,4,1,complete,A-0847,V-0218,2779390.05,2026-08-11,0,0,,0,,cover
ocds-pgraph-T-0848,T-0848,1,B-007,Road resurfacing works - Tumakuru (Sep 2023),road_resurfacing,Road resurfacing works,works,open,2023-09-14,7,7456942.72,35595,sq.m,35595,sq.m,3,1,complete,A-0848,V-0218,8158512.19,2023-11-02,0,0,,0,,fixed_markup
ocds-pgraph-T-0849,T-0849,1,B-007,Road resurfacing works - Tumakuru (Feb 2024),road_resurfacing,Road resurfacing works,works,open,2024-02-15,30,3984634.63,18207,sq.m,18207,sq.m,4,1,complete,A-0849,V-0218,4480350.06,2024-04-02,0,0,,0,,cover
ocds-pgraph-T-0850,T-0850,1,B-007,Road resurfacing works - Tumakuru (Jun 2023),road_resurfacing,Road resurfacing works,works,open,2023-06-16,14,5461962.52,25209,sq.m,25209,sq.m,3,1,complete,A-0850,V-0218,6433645.32,2023-08-06,0,0,,0,,cover
ocds-pgraph-T-0851,T-0851,1,B-007,Road resurfacing works - Tumakuru (Aug 2023),road_resurfacing,Road resurfacing works,works,open,2023-08-09,30,2318186.17,11818,sq.m,11818,sq.m,3,1,complete,A-0851,V-0218,2601437.52,2023-10-15,0,0,,0,,cover
ocds-pgraph-T-0852,T-0852,1,B-007,Road resurfacing works - Tumakuru (Oct 2024),road_resurfacing,Road resurfacing works,works,open,2024-10-21,14,5315817.77,21138,sq.m,21138,sq.m,4,1,complete,A-0852,V-0218,5823319.39,2024-12-09,0,0,,0,,fixed_markup
ocds-pgraph-T-0853,T-0853,1,B-007,Road resurfacing works - Tumakuru (Jun 2025),road_resurfacing,Road resurfacing works,works,open,2025-06-07,21,8764616.33,41730,sq.m,41730,sq.m,4,1,complete,A-0853,V-0218,9768231.56,2025-07-22,0,0,,0,,cover
